,Unnamed: 0,individual_wikidata_id,productive_year,decade,individual_name,score,region_name,count_works
34900,465593,Q15994452,1865.0,1860,George Phillips Bevan,13,United Kingdom,1.0
34901,465623,Q3722016,1828.0,1830,Eleuterio Felice Foresti,9,Italy,0.0
34902,465659,Q94924539,1820.0,1820,Anne Joseph Bruand,7,France,0.0
34903,465693,Q8008378,1870.0,1870,William Eden Nesfield,26,United Kingdom,0.0
34904,465702,Q26222291,1842.0,1840,Michele Fanoli,22,Italy,2.0
34905,465716,Q2424342,1851.0,1850,Louis Feltz,10,France,0.0
34906,465721,Q1471439,1864.0,1860,Frédéric Alphonse Musculus,6,France,0.0
34907,465727,Q16438990,1838.0,1840,Pierre Burggraff,5,Low countries,0.0
34908,465751,Q5722456,1806.0,1810,Henry Hakewill,11,United Kingdom,0.0
34909,465759,Q16858295,1827.0,1830,Jane Roberts,2,United Kingdom,0.0
34910,465766,Q94628861,1809.0,1810,Jean-François Noël,8,France,0.0
34911,465772,Q7787499,1810.0,1810,Thomas Beale,5,United Kingdom,0.0
34912,465800,Q4888287,1863.0,1860,Benjamin Bickley Rogers,29,United Kingdom,0.0
34913,465808,Q3087757,1828.0,1830,Friedrich Salathé,47,France,51.0
34914,465832,Q97315323,1829.0,1830,Isidore-Joseph Tolbecque,2,France,0.0
34915,465838,Q84712,1845.0,1840,Gustaw Gizewiusz,20,Eastern Europe,0.0
34916,465841,Q3144654,1857.0,1860,Héliodore Pisan,32,France,0.0
34917,465864,Q3171019,1857.0,1860,Jean Brunet,11,France,0.0
34918,465876,Q101466458,1871.0,1870,El Géardi,7,France,0.0
34919,465905,Q50237225,1856.0,1860,Gaetano Belvederi,4,Italy,0.0
34920,465927,Q5877899,1867.0,1870,George Maw,17,United Kingdom,2.0
34921,465948,Q23061483,1866.0,1870,Benedetto Secchi,8,Italy,0.0
34922,465952,Q50390455,1846.0,1850,Anna Maria Bellamy,1,United Kingdom,0.0
34923,465953,Q15432693,1863.0,1860,Emil Arnoldt,15,Eastern Europe,0.0
34924,465974,Q18954077,1874.0,1870,Benjamin Browne,5,United Kingdom,0.0
34925,465980,Q95089497,1813.0,1810,Matěj Sonnberger,3,Eastern Europe,0.0
34926,465989,Q12874960,1858.0,1860,Gerasimos E. Maurogiannēs,11,Eastern Europe,0.0
34927,466009,Q6235223,1866.0,1870,John Gibb,16,United Kingdom,9.0
34928,466015,Q18576013,1872.0,1870,Coutts Trotter,7,United Kingdom,0.0
34929,466018,Q680832,1856.0,1860,Baldassarre Boncompagni,39,Italy,1.0
34930,466047,Q3271322,1861.0,1860,Léon Say,47,France,2.0
34931,466063,Q73747957,1864.0,1860,Eugène Capy,4,France,0.0
34932,466078,Q16308152,1857.0,1860,Reinhold Rost,28,United Kingdom,1.0
34933,466086,Q47508222,1860.0,1860,Jean Geefs,9,Low countries,0.0
34934,466117,Q51788731,1860.0,1860,Charles Alfred Diligeon,4,France,0.0
34935,466154,Q29480502,1848.0,1850,John Emslie,9,United Kingdom,0.0
34936,466167,Q1391078,1840.0,1840,John Frederick Lewis,62,United Kingdom,52.0
34937,466170,Q4969890,1831.0,1830,Inga Norbeck,1,Nordic countries,0.0
34938,466175,Q95722583,1842.0,1840,Maciej Stacherski,1,France,0.0
34939,466200,Q903801,1846.0,1850,Eugène-Melchior Péligot,27,France,0.0
34940,466209,Q18012043,1843.0,1840,Jean-Baptiste Marie Bury,11,France,1.0
34941,466239,Q1902465,1846.0,1850,Willem Jan Knoop,10,Low countries,0.0
34942,466247,Q15994293,1873.0,1870,Thomas W. Naylor Beckett,9,United Kingdom,0.0
34943,466266,Q377094,1832.0,1830,Adrien-Henri de Jussieu,56,France,6.0
34944,466269,Q60271487,1873.0,1870,Evert Spithoud,1,Low countries,0.0
34945,466274,Q75378,1864.0,1860,Peter Griess,18,United Kingdom,0.0
34946,466284,Q301435,1858.0,1860,Henryk Rodakowski,37,Eastern Europe,30.0
34947,466308,Q5546606,1812.0,1810,George Young,18,United Kingdom,0.0
34948,466312,Q1835317,1862.0,1860,Ernest Christophe,17,France,1.0
34949,466340,Q41795908,1862.0,1860,Benjamin Devigne,1,Low countries,0.0
34950,466364,Q4988744,1862.0,1860,Josefina Holmlund,12,Nordic countries,2.0
34951,466376,Q12320822,1811.0,1810,Jørgen Lassen,1,Nordic countries,0.0
34952,466401,Q28541774,1856.0,1860,Donald Hugo Dijkhuijsen,3,Low countries,0.0
34953,466418,Q110017511,1856.0,1860,Edmond Legrain,2,France,0.0
34954,466429,Q18508052,1856.0,1860,Charles Parsons,23,United Kingdom,3.0
34955,466444,Q1498117,1832.0,1830,Sibylle Mertens-Schaaffhausen,24,Italy,0.0
34956,466448,Q13518824,1821.0,1820,John Molloy,4,United Kingdom,1.0
34957,466454,Q20830721,1831.0,1830,Frederik von Scholten,3,Nordic countries,0.0
34958,466457,Q95043411,1858.0,1860,Gustav Poppe,4,Eastern Europe,0.0
34959,466462,Q1121668,1848.0,1850,József Kudelka,1,Eastern Europe,0.0
34960,466478,Q21518715,1863.0,1860,Jean Baptiste Pierre Letendre,8,France,0.0
34961,466494,Q1439095,1813.0,1810,Fortunato Santini,19,Italy,0.0
34962,466520,Q21751552,1842.0,1840,Louise Adélaïde Desnos,14,France,7.0
34963,466526,Q85842360,1835.0,1840,Gregor Zeithammer,17,Eastern Europe,0.0
34964,466534,Q21938068,1842.0,1840,John Wickham Flower,6,United Kingdom,0.0
34965,466538,Q105514757,1863.0,1860,C. R. Jones,1,United Kingdom,0.0
34966,466542,Q315422,1863.0,1860,Joseph Swan,39,United Kingdom,0.0
34967,466545,Q3928998,1846.0,1850,Raffaele Aloisio,1,Italy,0.0
34968,466558,Q57951247,1817.0,1820,John Bray,25,United Kingdom,0.0
34969,466586,Q16065811,1843.0,1840,William Courthope,12,United Kingdom,1.0
34970,466596,Q10947693,1861.0,1860,Federico Maldarelli,24,Italy,1.0
34971,466608,Q61062488,1869.0,1870,Charlotte Klein,4,Nordic countries,0.0
34972,466631,Q3085331,1834.0,1830,François Mathias René Leprieur,10,France,0.0
34973,466646,Q5545701,1868.0,1870,Rosier Faassen,10,Low countries,0.0
34974,466651,Q2958820,1849.0,1850,Charles Cuisin,9,France,2.0
34975,466653,Q597207,1819.0,1820,Antoni Brodowski,31,Eastern Europe,19.0
34976,466661,Q3659069,1834.0,1830,Carlo Berti Pichat,22,Italy,0.0
34977,466673,Q43436058,1865.0,1860,Henri Langerock,14,France,2.0
34978,466677,Q6143654,1826.0,1830,James Stewart,29,United Kingdom,28.0
34979,466681,Q165824,1845.0,1840,Johanna Kinkel,52,United Kingdom,0.0
34980,466697,Q107330621,1859.0,1860,Louis François Numance Bouel,4,France,0.0
34981,466711,Q30611863,1873.0,1870,Charles Moeller,12,Low countries,0.0
34982,466715,Q47538399,1824.0,1820,Ferdinando Baldanzi,9,Italy,0.0
34983,466717,Q4441249,1861.0,1860,Mikhail Stasyulevich,16,Eastern Europe,0.0
34984,466747,Q36525215,1842.0,1840,C.T. Hök,4,Nordic countries,0.0
34985,466768,Q101808965,1866.0,1870,Raffaele Ambrosi de Magistris,11,Italy,0.0
34986,466776,Q18954423,1817.0,1820,Joseph Rhodes,10,United Kingdom,0.0
34987,466788,Q332595,1821.0,1820,"John Hobhouse, 1st Baron Broughton",59,United Kingdom,0.0
34988,466791,Q101542434,1817.0,1820,Johan Gabriel Svanberg,1,Nordic countries,0.0
34989,466794,Q18113804,1843.0,1840,Josef Král,8,Eastern Europe,0.0
34990,466797,Q60282949,1864.0,1860,Mozes Dulaar,1,Low countries,0.0
34991,466802,Q5721385,1839.0,1840,Henry Forbes,9,United Kingdom,0.0
34992,466808,Q129356,1836.0,1840,Karl Egon Ebert,34,Eastern Europe,5.0
34993,466826,Q21463072,1868.0,1870,George Hepper,6,United Kingdom,0.0
34994,466849,Q1660130,1840.0,1840,Alois Flir,15,Italy,0.0
34995,466865,Q23021424,1848.0,1850,Louis Cordiez,8,France,0.0
34996,466874,Q7346894,1837.0,1840,Robert Lightbody,2,United Kingdom,0.0
34997,466882,Q5537966,1864.0,1860,George Clement Boase,15,United Kingdom,722.0
34998,466888,Q20249692,1811.0,1810,Gabriel Palander,10,Nordic countries,0.0
34999,466893,Q110223158,1853.0,1850,Bernard van Loo,12,Low countries,0.0
35000,466916,Q21759414,1857.0,1860,Carel Blansjaar,1,Low countries,0.0
35001,466920,Q18729113,1857.0,1860,Ernesto Maggiora-Vergano,5,Italy,0.0
35002,466931,Q81070262,1836.0,1840,Joseph van der Maelen,4,Low countries,1.0
35003,466936,Q19916058,1853.0,1850,Yakov Khanykov,9,Eastern Europe,0.0
35004,466952,Q108836081,1866.0,1870,Anton Gustaf Sandahl,3,Nordic countries,0.0
35005,466992,Q1394690,1826.0,1830,George Peacock,40,United Kingdom,0.0
35006,466999,Q55910793,1873.0,1870,Alfred Des Cilleuls,25,France,0.0
35007,467042,Q6242011,1870.0,1870,John Jones,2,United Kingdom,0.0
35008,467049,Q5964312,1831.0,1830,Nils Lovén,18,Nordic countries,0.0
35009,467062,Q21553326,1848.0,1850,Pieter Hendrik Suringar,11,Low countries,0.0
35010,467086,Q60262407,1874.0,1870,Johannes Antonius van Dijck,1,Low countries,0.0
35011,467098,Q3083678,1863.0,1860,François-Victor Hugo,32,France,0.0
35012,467105,Q1369703,1821.0,1820,Pietro Raimondi,43,Italy,0.0
35013,467162,Q2132685,1873.0,1870,Jakob Pieter van Braam Houckgeest,9,Low countries,0.0
35014,467188,Q95175779,1857.0,1860,Jan Nep. Rabyška,4,Eastern Europe,0.0
35015,467190,Q4066071,1838.0,1840,V. Androssov,6,Eastern Europe,0.0
35016,467196,Q2832515,1846.0,1850,Aleksander Tyszyński,15,Eastern Europe,0.0
35017,467220,Q2587783,1858.0,1860,Jules Colbeau,2,Low countries,0.0
35018,467224,Q5536157,1837.0,1840,George Alexander Lee,22,United Kingdom,0.0
35019,467240,Q12320613,1841.0,1840,Just Jerndorff,10,Nordic countries,2.0
35020,467248,Q5579413,1834.0,1830,Carl-Gustaf Blom-Carlsson,8,Nordic countries,0.0
35021,467253,Q21559147,1849.0,1850,Théodore Carriat,1,France,0.0
35022,467268,Q2865209,1832.0,1830,Arthur Lumley Davids,12,United Kingdom,0.0
35023,467280,Q21453469,1833.0,1830,Henry Moseley,9,United Kingdom,1.0
35024,467282,Q910731,1846.0,1850,Pál Dudok,1,Eastern Europe,0.0
35025,467296,Q23655876,1866.0,1870,Aleksandr Golubev,2,Eastern Europe,0.0
35026,467338,Q5615627,1872.0,1870,Guido Ricci,14,Italy,0.0
35027,467342,Q5928874,1862.0,1860,Jean Édouard Gabriel Narcisse Paris,18,France,7.0
35028,467350,Q15875407,1852.0,1850,François Schollaert,3,Low countries,0.0
35029,467366,Q42554092,1828.0,1830,Johannes Elize van Cuylenburg,8,Low countries,1.0
35030,467379,Q6536902,1868.0,1870,Lewis Morris,37,United Kingdom,1.0
35031,467387,Q111596956,1868.0,1870,Charles Rousselle,5,Low countries,0.0
35032,467408,Q18508340,1853.0,1850,Jan Adolf Brandeis,18,Eastern Europe,0.0
35033,467410,Q570279,1840.0,1840,Luigi Ricci,70,Eastern Europe,1.0
35034,467416,Q5078875,1820.0,1820,Charles Heath,60,United Kingdom,50.0
35035,467423,Q2037491,1824.0,1820,Matthias Numsen Blytt,31,Nordic countries,2.0
35036,467428,Q532457,1844.0,1840,Edward FitzGerald,105,United Kingdom,0.0
35037,467446,Q21693931,1830.0,1830,Savinien Edme Dubourjal,12,France,3.0
35038,467461,Q531240,1849.0,1850,Ludwik Mierosławski,35,France,1.0
35039,467480,Q5231173,1815.0,1820,David Barry,15,United Kingdom,0.0
35040,467483,Q11854974,1826.0,1830,Carl Evert Ekelund,7,Nordic countries,0.0
35041,467488,Q85863144,1837.0,1840,Giovanni Caliari,3,Italy,0.0
35042,467494,Q52154595,1832.0,1830,Charles Nicolas Lemercier,10,France,2.0
35043,467513,Q15434105,1816.0,1820,James M. Burnet,19,United Kingdom,4.0
35044,467536,Q55207273,1869.0,1870,Ernst Reinhold Bætzmann,1,Nordic countries,0.0
35045,467541,Q30178099,1851.0,1850,Lodovico Aureli,7,Italy,0.0
35046,467553,Q727762,1832.0,1830,Jean Victor Audouin,48,France,8.0
35047,467578,Q19958728,1859.0,1860,Louis Guy,13,France,1.0
35048,467581,Q21545425,1841.0,1840,Rudolf Hanow,8,Eastern Europe,0.0
35049,467585,Q6240752,1846.0,1850,John Imray,3,United Kingdom,0.0
35050,467588,Q28806177,1869.0,1870,Anna Francisca de Rijk,6,Low countries,0.0
35051,467596,Q2150850,1873.0,1870,Richard Waddington,20,France,0.0
35052,467606,Q62594262,1855.0,1860,Hans Ernst Kinck,8,Nordic countries,0.0
35053,467611,Q5563603,1815.0,1820,Giovacchino Cantini,14,Italy,0.0
35054,467626,Q18197631,1845.0,1840,Reine Garde,7,France,0.0
35055,467638,Q264295,1850.0,1850,Barthélemy Menn,30,France,2.0
35056,467662,Q3045187,1823.0,1820,Désiré Monnier,10,France,0.0
35057,467682,Q21548628,1837.0,1840,Luigi Cochetti,16,Italy,0.0
35058,467691,Q41618802,1815.0,1820,Giovanni Prosdocimo Zabeo,12,Italy,0.0
35059,467715,Q5571319,1874.0,1870,Frans Oscar Theodor Berg,6,Nordic countries,0.0
35060,467730,Q12355636,1869.0,1870,Sándor Nikolits,7,Eastern Europe,0.0
35061,467738,Q271648,1865.0,1860,Marianne North,63,United Kingdom,126.0
35062,467762,Q2991068,1839.0,1840,Comtesse Dash,37,France,5.0
35063,467770,Q1065034,1868.0,1870,Charles Jacques Édouard Morren,28,Low countries,7.0
35064,467772,Q88113747,1817.0,1820,Joseph Zacharias Müller,7,Eastern Europe,0.0
35065,467786,Q27468009,1862.0,1860,Felicita Morandi,10,Italy,0.0
35066,467790,Q37887397,1874.0,1870,Emile Justin Merlot,9,France,0.0
35067,467813,Q2384400,1835.0,1840,Louise Villeneuve,2,Italy,0.0
35068,467836,Q21051539,1852.0,1850,Charles Ginoux,7,France,0.0
35069,467848,Q77833,1863.0,1860,Leopold Auerbach,26,Eastern Europe,0.0
35070,467855,Q4405056,1850.0,1850,Nikolay Sazonov,12,France,0.0
35071,467861,Q9147800,1870.0,1870,Alfred Roch Brandowski,9,Eastern Europe,0.0
35072,467873,Q16525848,1837.0,1840,Amelia Sarteschi Calani Carletti,10,Italy,0.0
35073,467881,Q22669667,1863.0,1860,Jean-Louis-Désiré Schrœder,13,France,4.0
35074,467885,Q4673696,1861.0,1860,Achille-Félix Montaubry,18,France,0.0
35075,467887,Q2332211,1868.0,1870,Josef Richard Rozkošný,23,Eastern Europe,0.0
35076,467899,Q28537610,1864.0,1860,Pietro Montani,1,Italy,0.0
35077,467903,Q1064562,1859.0,1860,Charles Godfrey Leland,49,Italy,2.0
35078,467908,Q937429,1833.0,1830,William Edmond Logan,29,United Kingdom,7.0
35079,467911,Q55836631,1820.0,1820,Giovanni Battista Gambaro,16,France,0.0
35080,467920,Q10285676,1839.0,1840,François-Joseph Nolau,24,France,0.0
35081,467949,Q64685660,1851.0,1850,Caroline Drayson,1,United Kingdom,0.0
35082,467983,Q1080215,1836.0,1840,Christian Heinrich Grosch,31,Nordic countries,1.0
35083,468028,Q365727,1839.0,1840,Adolphe Ganot,42,France,2.0
35084,468054,Q4151944,1839.0,1840,Stepan Ivanovich Guli︠a︡ev,6,Eastern Europe,0.0
35085,468066,Q4441875,1850.0,1850,Mariya Stepanova,2,Eastern Europe,0.0
35086,468071,Q1700717,1867.0,1870,John Kirk,38,United Kingdom,1.0
35087,468075,Q5489821,1835.0,1840,Frank Stone,34,United Kingdom,5.0
35088,468080,Q60193375,1840.0,1840,Oton Skolla,3,Eastern Europe,0.0
35089,468103,Q2635211,1856.0,1860,Robert Bentley,26,United Kingdom,4.0
35090,468124,Q2977096,1819.0,1820,Claude Bréghot du Lut,19,France,0.0
35091,468147,Q2749909,1841.0,1840,Félix de Vigne,26,Low countries,10.0
35092,468162,Q5080160,1835.0,1840,Charles Lees,25,United Kingdom,8.0
35093,468165,Q2086069,1837.0,1840,Anthonie Waldorp,26,Low countries,20.0
35094,468169,Q741054,1831.0,1830,Christopher Andreas Holmboe,29,Nordic countries,0.0
35095,468182,Q102076078,1873.0,1870,Luigi Sozzi,1,Italy,0.0
35096,468209,Q18756789,1838.0,1840,Jacob Schön,17,United Kingdom,3.0
35097,468217,Q8011027,1820.0,1820,William Hawes,31,United Kingdom,0.0
35098,468234,Q26214115,1868.0,1870,Peter Pervanoglu,13,Italy,0.0
35099,468240,Q103586651,1860.0,1860,Rosa Steindl Edle von Tannenwald,1,Eastern Europe,0.0
35100,468244,Q298581,1859.0,1860,Pierre Janssen,55,France,2.0
35101,468279,Q29054096,1872.0,1870,Georges Frédéric Arnold,2,France,0.0
35102,468307,Q7422906,1868.0,1870,Sarah Williams,12,United Kingdom,2.0
35103,468319,Q1871910,1855.0,1860,Louis Paul Zocher,16,Low countries,0.0
35104,468328,Q3027003,1859.0,1860,Didier Début,8,France,0.0
35105,468374,Q1841851,1873.0,1870,Hendrik van der Geld,10,Low countries,1.0
35106,468385,Q28025932,1855.0,1860,Ksawery Wołłowicz,4,Eastern Europe,0.0
35107,468396,Q2864454,1813.0,1810,Arsène Lacarrière-Latour,19,France,0.0
35108,468418,Q95151801,1855.0,1860,Karel Záhorský,4,Eastern Europe,0.0
35109,468426,Q4220303,1843.0,1840,Georg Iwanowitsch Kiesewetter,5,Eastern Europe,0.0
35110,468454,Q110951919,1817.0,1820,Rasmus Bersvendssønn Bårdstu,4,Nordic countries,0.0
35111,468462,Q3990642,1866.0,1870,Thomas Hodgkin,40,United Kingdom,7.0
35112,468468,Q55914912,1852.0,1850,Rosa Bortolan,13,Italy,0.0
35113,468476,Q18636950,1872.0,1870,Georges Hébert,5,France,0.0
35114,468480,Q15489362,1819.0,1820,John Scott,20,United Kingdom,0.0
35115,468495,Q4390193,1873.0,1870,Peter Rasmussen,10,Nordic countries,0.0
35116,468513,Q3121088,1871.0,1870,Gustave Fould,14,France,0.0
35117,468554,Q75088648,1849.0,1850,August von Medvey,11,Eastern Europe,0.0
35118,468581,Q5081190,1857.0,1860,Charles N. F. Brisout,8,France,0.0
35119,468587,Q18115025,1860.0,1860,Alfred Gérardin,19,France,0.0
35120,468591,Q102076050,1851.0,1850,Lazzaro Damezzano,1,Italy,0.0
35121,468614,Q961474,1873.0,1870,Karel Bendl,43,Eastern Europe,0.0
35122,468621,Q20031810,1807.0,1810,Anna van den Ende,3,Low countries,0.0
35123,468634,Q3173366,1856.0,1860,Jean Marcellin,18,France,5.0
35124,468650,Q1037081,1850.0,1850,Carl Bille,16,Nordic countries,22.0
35125,468656,Q7412526,1818.0,1820,Samuel Rush Meyrick,47,United Kingdom,1.0
35126,468660,Q3301232,1857.0,1860,Maurice Ouradou,19,France,0.0
35127,468663,Q15628989,1872.0,1870,Antonio Carruccio,17,Italy,0.0
35128,468682,Q548167,1841.0,1840,Louis Marie Pantaleon Costa,14,France,0.0
35129,468689,Q43139462,1873.0,1870,Anatole Vely,18,France,1.0
35130,468693,Q18811241,1827.0,1830,Samuel Williamson,14,United Kingdom,1.0
35131,468727,Q1313253,1870.0,1870,Friedrich Geselschap,25,Italy,2.0
35132,468739,Q106092989,1810.0,1810,Maria Hester Parke,1,United Kingdom,0.0
35133,468746,Q19756247,1820.0,1820,Louise Sibilla Bilderdijk,8,Low countries,0.0
35134,468752,Q2965309,1816.0,1820,Christian Gottlieb Kratzenstein-Stub,18,Nordic countries,7.0
35135,468760,Q51555910,1837.0,1840,Hippolyte-Louis Garnier,23,France,5.0
35136,468784,Q5991938,1873.0,1870,Erik Wilhelm Montan,8,Nordic countries,0.0
35137,468789,Q104373221,1862.0,1860,François Joseph Delintraz,8,France,0.0
35138,468808,Q6230108,1844.0,1840,John Drew,12,United Kingdom,0.0
35139,468816,Q721458,1842.0,1840,Alexander Henry Haliday,20,Italy,4.0
35140,468831,Q6183136,1852.0,1850,August Fredrik Soldan,12,Nordic countries,0.0
35141,468851,Q3745235,1851.0,1850,Filippo Linati,19,Italy,0.0
35142,468856,Q22019339,1873.0,1870,Gustave Saige,16,France,9.0
35143,468857,Q4307737,1819.0,1820,Matvey Muravyev,3,Eastern Europe,0.0
35144,468861,Q19976109,1873.0,1870,Fritz Söderman,1,Nordic countries,0.0
35145,468870,Q7940259,1847.0,1850,Volkmar Busch,10,Nordic countries,0.0
35146,468896,Q18534943,1856.0,1860,Thomas Webb,17,United Kingdom,0.0
35147,468904,Q957538,1872.0,1870,Alphonse Legros,87,United Kingdom,771.0
35148,468936,Q3130684,1870.0,1870,Henri Biebuyck,2,France,0.0
35149,468951,Q52556359,1855.0,1860,Giuseppe Rossi,7,Italy,0.0
35150,468965,Q26220055,1837.0,1840,Václav Sekal,7,Eastern Europe,0.0
35151,468979,Q3757552,1840.0,1840,Galeazzo Frigerio,2,Italy,0.0
35152,468983,Q4290897,1830.0,1830,Vincenzo Merighi,16,Italy,0.0
35153,469002,Q61198529,1815.0,1820,Vinzenz von Schönbauer,6,Eastern Europe,0.0
35154,469014,Q40416820,1831.0,1830,Amélie de Lacépède,9,France,0.0
35155,469028,Q21463329,1873.0,1870,John Staines Babb,2,United Kingdom,0.0
35156,469036,Q3379910,1867.0,1870,Louis-Philippe Gilbert,24,Low countries,0.0
35157,469048,Q42907370,1852.0,1850,Victor Elbel,2,France,0.0
35158,469069,Q15508740,1864.0,1860,Alfred Duru,38,France,1.0
35159,469085,Q453399,1853.0,1850,Thomas Francis Wade,29,United Kingdom,1.0
35160,469097,Q6238921,1856.0,1860,John Henry Pepper,22,United Kingdom,0.0
35161,469119,Q585534,1808.0,1810,Antoine-Léonard de Chézy,29,France,2.0
35162,469140,Q20733478,1814.0,1810,John Jenkins,7,United Kingdom,6.0
35163,469148,Q3170553,1850.0,1850,Jean-Baptiste Houllet,4,France,0.0
35164,469190,Q100324973,1868.0,1870,Jean-Baptiste Stacquet,1,Low countries,0.0
35165,469196,Q103736,1852.0,1850,Hermann Friedberg,13,Eastern Europe,0.0
35166,469202,Q95233182,1836.0,1840,Adam Joseph Schubert,4,Eastern Europe,0.0
35167,469214,Q7609630,1868.0,1870,Stephen Joseph Perry,19,United Kingdom,0.0
35168,469224,Q5896298,1850.0,1850,Bendt Søborg Jørgensen,3,Nordic countries,0.0
35169,469235,Q52083654,1865.0,1860,John Clark,3,Eastern Europe,2.0
35170,469239,Q3580060,1854.0,1850,Édouard Wacken,11,Low countries,0.0
35171,469242,Q1675676,1835.0,1840,Ivar Frederik Bredal,12,Nordic countries,0.0
35172,469275,Q60725,1839.0,1840,Hermann Schlegel,45,Low countries,21.0
35173,469281,Q1300893,1852.0,1850,Julius Ellinger,5,Eastern Europe,0.0
35174,469285,Q106693363,1867.0,1870,J.J. Sleyser,3,Low countries,0.0
35175,469300,Q57117945,1814.0,1810,Pierre Joseph Denis Auguste Vincens,5,France,0.0
35176,469318,Q16629411,1829.0,1830,Olive-Charlier Vaslin,9,France,0.0
35177,469339,Q3183263,1836.0,1840,Jonas Ennery,14,Low countries,0.0
35178,469348,Q246035,1853.0,1850,József Szlávy,9,Eastern Europe,0.0
35179,469363,Q4990726,1860.0,1860,Pauline Worm,13,Nordic countries,0.0
35180,469366,Q21544852,1845.0,1840,Friedrich Heinrich Kämpf,7,Eastern Europe,0.0
35181,469370,Q84056389,1865.0,1860,James Pigott Pritchett junior,2,United Kingdom,0.0
35182,469389,Q12025761,1853.0,1850,Johann Eichler,6,Eastern Europe,0.0
35183,469410,Q97592204,1848.0,1850,Giuseppe Paoletti,5,Italy,0.0
35184,469436,Q56329885,1866.0,1870,Emanuel Antonín Meliš,11,Eastern Europe,0.0
35185,469440,Q767549,1832.0,1830,Augustin-Pierre Dubrunfaut,17,France,0.0
35186,469448,Q5081934,1843.0,1840,Charles Rann Kennedy,20,United Kingdom,0.0
35187,469471,Q60235583,1873.0,1870,Anton Delboy,2,Low countries,0.0
35188,469485,Q97583280,1819.0,1820,Hubert Caper,4,Low countries,0.0
35189,469494,Q105468490,1858.0,1860,Lory Marsh,3,United Kingdom,0.0
35190,469562,Q4208048,1867.0,1870,Ilya Ilyich Kazas,11,Eastern Europe,0.0
35191,469570,Q2333317,1835.0,1840,Christina van Gogh,7,Low countries,0.0
35192,469586,Q16062675,1855.0,1860,Tommaso Solari,2,Italy,1.0
35193,469591,Q15485605,1838.0,1840,Jakob Zeugheer,14,United Kingdom,0.0
35194,469596,Q61070250,1863.0,1860,Sándor Vecsey,3,Eastern Europe,0.0
35195,469606,Q19670719,1864.0,1860,Wilhelm Koller,18,France,10.0
35196,469610,Q455834,1861.0,1860,Giovanni Battista Donati,27,Italy,0.0
35197,469613,Q3022699,1828.0,1830,Denis Foyatier,31,France,11.0
35198,469618,Q20051599,1831.0,1830,Louis-Parfait Merlieux,10,France,2.0
35199,469622,Q766403,1851.0,1850,Auguste Dumont,6,France,3.0
35200,469625,Q110176335,1852.0,1850,Paul Cabaud,4,France,0.0
35201,469640,Q1358737,1846.0,1850,Lambert Massart,21,France,0.0
35202,469647,Q4288821,1865.0,1860,Vladimir Izmailovich Mezhov,26,Eastern Europe,0.0
35203,469660,Q5745561,1831.0,1830,From-Olle,3,Nordic countries,0.0
35204,469665,Q64685544,1840.0,1840,Henry Breen,7,United Kingdom,0.0
35205,469669,Q21463325,1855.0,1860,Charles Martin,17,United Kingdom,0.0
35206,469672,Q12263263,1849.0,1850,Maurice Harriet,9,France,0.0
35207,469679,Q3710470,1853.0,1850,Ferdinand Joachimsthal,23,Eastern Europe,0.0
35208,469706,Q105390110,1834.0,1830,Antonietta Tommasini,6,Italy,0.0
35209,469756,Q2824872,1863.0,1860,Adolphe Martial-Potémont,40,France,11.0
35210,469760,Q105695783,1831.0,1830,Antoine André Marneuf,5,France,0.0
35211,469767,Q105728271,1860.0,1860,Victor de Civry,4,France,0.0
35212,469778,Q20738668,1874.0,1870,Arnold Corrodi,20,Italy,2.0
35213,469794,Q110175599,1850.0,1850,Émile-Jean-Claude Courbe,2,France,0.0
35214,469802,Q18593128,1853.0,1850,Henry Southgate,14,United Kingdom,0.0
35215,469808,Q2137717,1838.0,1840,George Borrow,80,United Kingdom,11.0
35216,469839,Q95214390,1841.0,1840,František Ronovský,4,Eastern Europe,0.0
35217,469845,Q2824930,1840.0,1840,Adolphe Hastrel de Rivedoux,21,France,10.0
35218,469854,Q2086752,1869.0,1870,Philip Gilbert Hamerton,62,France,5.0
35219,469863,Q1373602,1861.0,1860,Eugène de Pruyssenaere,10,Low countries,0.0
35220,469873,Q12660144,1830.0,1830,Kazimieras Kristupas Daukša,1,Eastern Europe,0.0
35221,469878,Q94842978,1869.0,1870,Martin Joseph Sterroz,6,France,0.0
35222,469883,Q89154947,1836.0,1840,James Whittle,1,United Kingdom,0.0
35223,469887,Q574437,1835.0,1840,Armand Carrel,49,France,1.0
35224,469899,Q64707994,1836.0,1840,George Richard Hilliard,2,United Kingdom,0.0
35225,469919,Q478318,1839.0,1840,Carl Timoleon von Neff,21,Eastern Europe,79.0
35226,469976,Q5721735,1873.0,1870,Henry Gabriels,12,Low countries,0.0
35227,469983,Q60817452,1850.0,1850,"Litschauer, Lajos d. Ä.",7,Eastern Europe,0.0
35228,469999,Q3838902,1873.0,1870,Lucio Mazzuoli,4,Italy,0.0
35229,470005,Q106799717,1864.0,1860,Joannes Reijnvaan,4,Low countries,0.0
35230,470050,Q59248251,1838.0,1840,Catherine Mawer,1,United Kingdom,0.0
35231,470058,Q450430,1840.0,1840,"Alexis Guignard, comte de Saint-Priest",29,Eastern Europe,6.0
35232,470082,Q2976630,1847.0,1850,Claude-Adolphe Nativelle,8,France,0.0
